name,price,category,designer,sellable_online,depth,height,width,short_description
HALLAN,50.0,Cabinets & cupboards,Jon Karlsson,True,2.0,29.0,45.0,"        Pair of legs,          29 cm"
BESTA / EKET,1578.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,42.0,210.0,300.0,"        Cabinet combination for TV,          300x42x210 cm"
EKET,125.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,25.0,35.0,35.0,"        Wall cabinet with glass door,          35x25x35 cm"
EKET,384.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,35.0,70.0,105.0,"        Wall-mounted storage combination,          105x35x70 cm"
IDASEN,1250.0,Cabinets & cupboards,Jon Karlsson,True,47.0,119.0,80.0,"        Cabinet with doors and drawers,          80x47x119 cm"
LIXHULT,1020.0,Cabinets & cupboards,Jon Karlsson,True,35.0,163.0,180.0,"        Storage combination,          180x163 cm"
LIXHULT,287.0,Cabinets & cupboards,Jon Karlsson,True,35.0,35.0,95.0,"        Storage combination,          95x35 cm"
HAVSTA,2290.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,121.0,"        Storage comb w sliding glass doors,          121x47x212 cm"
HAVSTA,100.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,12.0,121.0,"        Plinth,          121x37x12 cm"
GALANT,2270.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,160.0,80.0,"        Storage combination with drawers,          80x160 cm"
MALSJO,1276.0,Cabinets & cupboards,Carina Bengs,True,40.0,186.0,60.0,"        Glass-door cabinet,          60x40x186 cm"
BESTA,890.0,Cabinets & cupboards,IKEA of Sweden/Marcus Arvonen,True,42.0,39.0,180.0,"        TV bench,          180x42x39 cm"
EKET,139.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,35.0,35.0,35.0,"        Wall cabinet with glass door,          35x35x35 cm"
BESTA,1350.0,Cabinets & cupboards,Marcus Arvonen/IKEA of Sweden,True,42.0,129.0,240.0,"        TV storage combination/glass doors,          240x42x129 cm"
BEKANT,939.0,Cabinets & cupboards,Eva Lilja Lowenhielm/IKEA of Sweden,True,45.0,61.0,41.0,"        Storage unit with smart lock,          41x61 cm"
BEKANT,1350.0,Cabinets & cupboards,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit with smart lock,          61x101 cm"
EKET,210.0,Cabinets & cupboards,IKEA of Sweden,True,35.0,35.0,35.0,"        Wall cabinet with 2 drawers,          35x35x35 cm"
HAVSTA,2235.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,142.0,"        Storage combination,          142x47x212 cm"
BESTA,2635.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,193.0,300.0,"        TV storage combination/glass doors,          300x42x193 cm"
EKET,777.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,35.0,70.0,175.0,"        Wall-mounted cabinet combination,          175x35x70 cm"
BEKANT,1105.0,Cabinets & cupboards,Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit on castors,          41x101 cm"
GALANT,3140.0,Cabinets & cupboards,Eva Lilja Lowenhielm/K Malmvall/E Lilja Lowenhielm,True,45.0,120.0,320.0,"        Storage combination,          320x120 cm"
GALANT,3240.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,200.0,160.0,"        Storage combination w sliding doors,          160x200 cm"
NORRAKER,145.0,Cafe furniture,J Karlsson/N Karlsson,True,29.0,45.0,45.0,"        Stool,          45 cm"
JANINGE,595.0,Cafe furniture,John/Jonas/Petrus/Paul/Caroline,True,36.0,84.0,38.0,"        Bar stool,          76 cm"
LEIFARNE,275.0,Cafe furniture,Mia Lagerman,True,50.0,87.0,53.0,        Chair with armrests
JANINGE,180.0,Cafe furniture,John/Jonas/Petrus/Paul/Caroline,True,46.0,76.0,50.0,        Chair
NORRARYD,395.0,Cafe furniture,Nike Karlsson,True,47.0,103.0,46.0,"        Bar stool with backrest,          74 cm"
RONNINGE,345.0,Cafe furniture,Maja Ganszyniec,True,49.0,79.0,46.0,        Chair
YNGVAR,399.0,Cafe furniture,IKEA of Sweden,True,51.0,71.0,53.0,        Chair
JANINGE,225.0,Cafe furniture,John/Jonas/Petrus/Paul/Caroline,True,46.0,76.0,50.0,        Chair
JANINGE,595.0,Cafe furniture,John/Jonas/Petrus/Paul/Caroline,True,36.0,84.0,38.0,"        Bar stool,          76 cm"
SVENBERTIL,275.0,Cafe furniture,Mia Lagerman,True,50.0,84.0,53.0,        Chair with armrests
YNGVAR,395.0,Cafe furniture,IKEA of Sweden,True,51.0,71.0,53.0,        Chair
LEIFARNE,275.0,Cafe furniture,Mia Lagerman,True,50.0,87.0,53.0,        Chair with armrests
JANINGE,225.0,Cafe furniture,John/Jonas/Petrus/Paul/Caroline,True,46.0,76.0,54.0,        Chair with armrests
BINGSTA,595.0,Chairs,Elizabet Gutierrez,True,58.0,76.0,70.0,        Armchair
STRANDMON,995.0,Chairs,IKEA of Sweden,True,96.0,101.0,82.0,        Wing chair
PELLO,195.0,Chairs,IKEA of Sweden,True,85.0,96.0,67.0,        Armchair
EKOLSUND,1395.0,Chairs,Anna Palleschitz,True,94.0,97.0,85.0,        Recliner
NILSOVE,395.0,Chairs,A Fredriksson/J Hultqvist/W Chong,True,57.0,82.0,57.0,        Chair with armrests
AGEN,245.0,Chairs,500.583.76 Rattan is a natural material which ages beautifully and develops its own unique character over time.Handwoven; each piece of furniture is unique.Stackable chair; saves space when not in use.Plastic feet; protect the furniture if in contact with a moist surface.May be completed with NORNA chair pad for enhanced seating comfort.,True,56.0,79.0,58.0,        Chair
ADDE,40.0,Chairs,Marcus Arvonen,True,47.0,77.0,39.0,        Chair
GUNDE,30.0,Chairs,K Hagberg/M Hagberg,True,45.0,78.0,41.0,        Folding chair
NOLMYRA,175.0,Chairs,Jooyeon Lee,True,75.0,75.0,64.0,        Easy chair
STRANDMON,495.0,Chairs,IKEA of Sweden,True,62.0,71.0,56.0,        Children's armchair
GRONADAL,795.0,Chairs,Lisa Hilland,True,81.0,86.0,80.0,        Rocking-chair
INGOLF,195.0,Chairs,Carina Bengs,True,52.0,91.0,43.0,        Chair
KARLJAN,125.0,Chairs,Francis Cayouette,True,55.0,81.0,49.0,        Chair
REMSTA,795.0,Chairs,IKEA of Sweden,True,72.0,88.0,60.0,        Armchair
STOCKSUND,995.0,Chairs,Nike Karlsson,True,49.0,47.0,144.0,        Bench
INGOLF,175.0,Chairs,Carina Bengs,True,30.0,45.0,39.0,        Stool
IKEA PS GULLHOLMEN,295.0,Chairs,Maria Vinka,True,68.0,75.0,62.0,        Rocking-chair
BEKVAM,59.0,Chairs,Nike Karlsson,True,39.0,50.0,43.0,"        Step stool,          50 cm"
TOSSBERG,495.0,Chairs,IKEA of Sweden,True,56.0,82.0,60.0,        Chair
KYRRE,60.0,Chairs,C Styrbjorn/M Axelsson,True,48.0,45.0,42.0,        Stool
TEODORES,95.0,Chairs,David Wahl,True,54.0,80.0,46.0,        Chair
BUSKBO,675.0,Chairs,IKEA of Sweden/A Fredriksson/J Hultqvist/W Chong,True,63.0,42.0,72.0,        Armchair
JOKKMOKK,79.2,Chairs,Carina Bengs,True,47.0,90.0,41.0,        Chair
TOBIAS,345.0,Chairs,Carl Ojerstam,True,56.0,82.0,55.0,        Chair
TULLSTA,545.0,Chairs,IKEA of Sweden,True,69.0,78.0,79.0,        Armchair
STIG,69.0,Chairs,Henrik Preutz,True,50.0,100.0,60.0,"        Bar stool with backrest,          74 cm"
VEDBO,975.0,Chairs,Francis Cayouette,True,65.0,75.0,73.0,        Armchair
HARRY,199.0,Chairs,IKEA of Sweden,True,50.0,96.0,48.0,        Chair
IKEA PS LOMSK,345.0,Chairs,Monika Mulder,True,62.0,75.0,59.0,        Swivel armchair
POANG,179.0,Chairs,Noboru Nakamura,True,60.0,68.0,47.0,        Children's armchair
POANG,790.0,Chairs,Noboru Nakamura,True,94.0,95.0,68.0,        Rocking-chair
LEIFARNE,245.0,Chairs,Mia Lagerman,True,50.0,88.0,52.0,        Chair
SODERHAMN,1100.0,Chairs,Ola Wihlborg,True,151.0,83.0,93.0,        Chaise longue
MACKAPAR,295.0,Chairs,Eva Lilja Lowenhielm,True,35.0,51.0,100.0,"        Bench with storage compartments,          100x51 cm"
NILSOVE / NORNA,424.0,Chairs,A Fredriksson/J Hultqvist/W Chong,True,57.0,82.0,57.0,        Chair with chair pad
EKTORP,675.0,Chairs,IKEA of Sweden,True,88.0,88.0,104.0,        Armchair
LEIFARNE,195.0,Chairs,Mia Lagerman,True,50.0,87.0,52.0,        Chair
STEFAN,85.0,Chairs,IKEA of Sweden,True,49.0,90.0,42.0,        Chair
ODGER,177.0,Chairs,J Lofgren/J Pettersson,True,51.0,81.0,45.0,        Chair
GUNDE,30.0,Chairs,K Hagberg/M Hagberg,True,45.0,78.0,41.0,        Folding chair
EKERO,695.0,Chairs,Eva Lilja Lowenhielm,True,73.0,75.0,70.0,        Armchair
HATTEFJALL,1295.0,Chairs,Monika Mulder,True,68.0,110.0,68.0,        Office chair with armrests
BORJE,175.0,Chairs,IKEA of Sweden,True,55.0,100.0,44.0,        Chair
KARLJAN,125.0,Chairs,Francis Cayouette,True,55.0,81.0,49.0,        Chair
RADVIKEN,675.0,Chairs,Andreas Fredriksson,True,73.0,82.0,79.0,        Armchair
HENRIKSDAL,295.0,Chairs,IKEA of Sweden,True,58.0,97.0,51.0,        Chair
GRONLID,1895.0,Chairs,Francis Cayouette,True,164.0,104.0,117.0,        Chaise longue
MARTIN,99.0,Chairs,IKEA of Sweden,True,52.0,86.0,49.0,        Chair
HEMNES,495.0,Chairs,T Christensen/K Legaard,True,37.0,173.0,64.0,"        Storage bench w towel rail/4 hooks,          64x37x173 cm"
SAKARIAS,645.0,Chairs,IKEA of Sweden/E Strandmark,True,67.0,96.0,60.0,        Chair with armrests
BALTSAR,595.0,Chairs,Carl Ojerstam,True,56.0,85.0,58.0,        Chair
BINGSTA,695.0,Chairs,Elizabet Gutierrez,True,58.0,101.0,70.0,        High-back armchair
ULRIKSBERG,445.0,Chairs,A Fredriksson/J Hultqvist/W Chong,True,74.0,76.0,67.0,        Armchair
FORSIKTIG,15.0,Chairs,K Hagberg/M Hagberg,True,24.0,13.0,37.0,        Children's stool
INGOLF,345.0,Chairs,Carina Bengs,True,45.0,91.0,40.0,"        Bar stool with backrest,          63 cm"
SAKARIAS,225.0,Chairs,IKEA of Sweden/Ebba Strandmark,True,51.0,49.0,39.0,        Stool
KOARP,825.0,Chairs,Ehlen Johansson,True,78.0,75.0,83.0,        Armchair
MARKERAD,327.0,Chairs,Virgil Abloh,True,46.0,76.0,53.0,        Chair
POANG,179.0,Chairs,Noboru Nakamura,True,56.0,68.0,47.0,        Children's armchair
SVENBERTIL,245.0,Chairs,Mia Lagerman,True,51.0,85.0,48.0,        Chair
STOCKSUND,1695.0,Chairs,Nike Karlsson,True,97.0,84.0,92.0,        Armchair
BENARP,1495.0,Chairs,403.193.98 The high back gives good support for your neck and head.,True,83.0,106.0,92.0,        Armchair
FRANKLIN,129.0,Chairs,K Hagberg/M Hagberg,True,44.0,95.0,50.0,"        Bar stool with backrest, foldable,          63 cm"
NISSE,49.0,Chairs,Lisa Norinder,True,47.0,76.0,45.0,        Folding chair
ANTILOP,110.0,Chairs,IKEA of Sweden,True,62.0,90.0,56.0,        Highchair with tray
LIDHULT,1795.0,Chairs,Henrik Preutz,True,98.0,102.0,119.0,        Armchair
TERJE,79.0,Chairs,Lars Norinder,True,51.0,77.0,44.0,        Folding chair
RONNINGE,345.0,Chairs,Maja Ganszyniec,True,49.0,79.0,46.0,        Chair
LANGUR,50.0,Chairs,Chenyi Ke,True,21.0,40.0,22.0,        Padded seat cover for highchair
HENRIKSDAL,295.0,Chairs,IKEA of Sweden,True,58.0,97.0,51.0,        Chair
STUVA / FRITIDS,395.0,Chairs,Ebba Strandmark,True,50.0,50.0,90.0,"        Bench with toy storage,          90x50x50 cm"
EKENAS,995.0,Chairs,Ola Wihlborg,True,78.0,90.0,86.0,        Armchair
LERHAMN,145.0,Chairs,Nike Karlsson,True,49.0,85.0,42.0,        Chair
EKEDALEN,225.0,Chairs,Ehlen Johansson,True,51.0,95.0,43.0,        Chair
POANG,597.0,Chairs,IKEA of Sweden/Noboru Nakamura,True,94.0,95.0,68.0,        Rocking-chair
BUSKBO,575.0,Chairs,A Fredriksson/J Hultqvist/W Chong,True,63.0,42.0,72.0,        Armchair
POANG,425.0,Chairs,IKEA of Sweden/Noboru Nakamura,True,82.0,100.0,68.0,        Armchair
LEIFARNE,195.0,Chairs,Mia Lagerman,True,50.0,87.0,52.0,        Chair
HAVSTEN,1075.0,Chairs,Andreas Fredriksson,True,94.0,90.0,83.0,"        Easy chair, in/outdoor,          83x94x90 cm"
SODERHAMN,1425.0,Chairs,Ola Wihlborg,True,99.0,83.0,105.0,        Armchair
VEDBO,1345.0,Chairs,Francis Cayouette,True,85.0,108.0,80.0,        High-back armchair
HEMNES,295.0,Chairs,Carina Bengs,True,32.0,65.0,85.0,"        Bench with shoe storage,          85x32 cm"
BEKVAM,99.0,Chairs,Nike Karlsson,True,39.0,50.0,43.0,"        Step stool,          50 cm"
HENRIKSDAL,225.0,Chairs,IKEA of Sweden,True,58.0,97.0,51.0,        Chair frame
SVENARNE,795.0,Chairs,K Hagberg/M Hagberg,True,69.0,99.0,59.0,        Chair with armrests
SAKARIAS,175.0,Chairs,Ebba Strandmark,True,51.0,49.0,39.0,        Stool frame
VILTO,57.0,Chairs,Maja Ganszyniec,True,32.0,25.0,40.0,        Step stool
FRANKLIN,149.0,Chairs,K Hagberg/M Hagberg,True,44.0,103.0,52.0,"        Bar stool with backrest, foldable,          74 cm"
SVENBERTIL,195.0,Chairs,Mia Lagerman,True,50.0,84.0,52.0,        Chair
NORRARYD,260.0,Chairs,Nike Karlsson,True,51.0,83.0,47.0,        Chair
EKEDALEN,345.0,Chairs,Ehlen Johansson,True,51.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
DELAKTIG,1500.0,Chairs,Tom Dixon,True,84.0,45.0,94.0,"        Platform, armchair"
KARLHUGO,595.0,Chairs,Mikael Warnhammar,True,58.0,89.0,49.0,        Chair
VALLENTUNA,1948.0,Chairs,IKEA of Sweden/Fredriksson/L Lowenhielm/Hilland,True,93.0,84.0,113.0,        Sofa-bed module with backrests
HATTEFJALL,1445.0,Chairs,Monika Mulder,True,68.0,110.0,68.0,        Office chair with armrests
GRONLID,995.0,Chairs,IKEA of Sweden,True,84.0,90.0,87.0,        Armchair
VALLENTUNA,1468.0,Chairs,Fredriksson/L Lowenhielm/Hilland,True,93.0,84.0,113.0,        Seat module with backrest
LEIFARNE,275.0,Chairs,Mia Lagerman,True,50.0,87.0,53.0,        Chair with armrests
NORDMELA,636.0,Chairs,Ola Wihlborg,True,44.0,50.0,159.0,"        Chest of 4 drawers,          159x50 cm"
BORJE,175.0,Chairs,IKEA of Sweden,True,55.0,100.0,44.0,        Chair
GISTAD,945.0,Chairs,IKEA of Sweden,True,84.0,96.0,66.0,        Recliner
POANG,382.0,Chairs,Noboru Nakamura/IKEA of Sweden,True,82.0,100.0,68.0,        Armchair
LANGFJALL,100.0,Chairs,Eva Lilja Lowenhielm,True,27.0,32.0,15.0,        Pair of armrests
EKEDALEN,225.0,Chairs,Ehlen Johansson,True,51.0,95.0,43.0,        Chair
LANDSKRONA,1995.0,Chairs,Tord Bjorklund/IKEA of Sweden,True,89.0,78.0,89.0,        Armchair
DELAKTIG,2350.0,Chairs,Tom Dixon,True,84.0,79.0,94.0,        Armchair
LANDSKRONA,2500.0,Chairs,Tord Bjorklund/IKEA of Sweden,True,158.0,78.0,78.0,"        Chaise longue, add-on unit"
NORDVIKEN,225.0,Chairs,Francis Cayouette,True,56.0,97.0,44.0,        Chair
NORRAKER,395.0,Chairs,J Karlsson/N Karlsson,True,48.0,100.0,42.0,"        Bar stool with backrest,          74 cm"
KORNSJO,375.0,Chairs,Ebba Strandmark,True,47.0,51.0,70.0,        Storage bench
BEKVAM,99.0,Chairs,Nike Karlsson,True,39.0,50.0,43.0,"        Step stool,          50 cm"
TRANARO,95.0,Chairs,Ola Wihlborg,True,41.0,43.0,56.0,"        Stool/side table, in/outdoor,          56x41x43 cm"
FRANKLIN,129.0,Chairs,K Hagberg/M Hagberg,True,44.0,95.0,50.0,"        Bar stool with backrest, foldable,          63 cm"
AGAM,195.0,Chairs,IKEA of Sweden,True,43.0,79.0,41.0,        Junior chair
MUREN,1395.0,Chairs,IKEA of Sweden,True,94.0,97.0,85.0,        Recliner
LEIFARNE,195.0,Chairs,Mia Lagerman,True,52.0,82.0,52.0,        Chair
HENRIKSDAL,295.0,Chairs,IKEA of Sweden,True,58.0,97.0,51.0,        Chair
HENRIKSDAL,695.0,Chairs,Karl Malmvall,True,51.0,102.0,40.0,"        Bar stool with backrest,          74 cm"
NORRARYD,260.0,Chairs,Nike Karlsson,True,51.0,83.0,47.0,        Chair
VIMLE,1700.0,Chairs,Ehlen Johansson,True,164.0,83.0,111.0,        Chaise longue
ANTILOP,85.0,Chairs,IKEA of Sweden,True,59.0,90.0,56.0,        Highchair with safety belt
AGAM,195.0,Chairs,IKEA of Sweden,True,43.0,79.0,41.0,        Junior chair
JANINGE,180.0,Chairs,John/Jonas/Petrus/Paul/Caroline,True,46.0,76.0,50.0,        Chair
LERHAMN,145.0,Chairs,Nike Karlsson,True,49.0,85.0,42.0,        Chair
FREKVENS,177.0,Chairs,Nicholai Wiig Hansen,True,53.0,104.0,43.0,"        Bar stool with backrest, in/outdoor,          74 cm"
INGOLF,395.0,Chairs,Carina Bengs,True,45.0,102.0,40.0,"        Bar stool with backrest,          74 cm"
HAVSTEN,1220.0,Chairs,Andreas Fredriksson,True,94.0,90.0,98.0,"        Armchair, in/outdoor,          98x94x90 cm"
RASKOG,84.0,Chairs,Nike Karlsson,True,44.0,45.0,44.0,        Stool
RASKOG,84.0,Chairs,Nike Karlsson,True,44.0,45.0,44.0,        Stool
BRORINGE,95.0,Chairs,Mia Lagerman,True,50.0,45.0,52.0,        Underframe
NOMINELL,125.0,Chairs,Olle Lundberg,True,28.0,29.0,23.0,        Pair of armrests
LANGUR,110.0,Chairs,J Fritzdorf/J Feldman/J Hedberg,True,37.0,40.0,35.0,        Seat shell for highchair
LEIFARNE,275.0,Chairs,Mia Lagerman,True,50.0,87.0,53.0,        Chair with armrests
FRANKLIN,149.0,Chairs,K Hagberg/M Hagberg,True,44.0,103.0,52.0,"        Bar stool with backrest, foldable,          74 cm"
VEDBO,695.0,Chairs,Francis Cayouette,True,61.0,84.0,65.0,        Chair with armrests
INGATORP,445.0,Chairs,Ebba Strandmark,True,63.0,99.0,57.0,        Chair with armrests
LANGUR,400.0,Chairs,J Fritzdorf/J Feldman/J Hedberg,True,61.0,87.0,56.0,        Junior/highchair with tray
INGOLF,220.0,Chairs,Carina Bengs,True,45.0,77.0,41.0,        Junior chair
MASTERBY,145.0,Chairs,Chris Martin,True,40.0,50.0,43.0,        Step stool
JANINGE,595.0,Chairs,John/Jonas/Petrus/Paul/Caroline,True,36.0,84.0,38.0,"        Bar stool,          76 cm"
VEBEROD,327.0,Chairs,Gustav Carlberg,True,45.0,53.0,88.0,"        Bench,          88x53 cm"
STOLJAN,220.0,Chairs,Henrik Preutz,True,51.0,81.0,45.0,        Conference chair
LANGUR,35.0,Chairs,Chenyi Ke,True,60.0,36.0,56.0,        Padded seat cover for junior chair
EKERO,795.0,Chairs,Eva Lilja Lowenhielm,True,73.0,75.0,70.0,        Armchair
POANG,1210.0,Chairs,Noboru Nakamura,True,94.0,95.0,68.0,        Rocking-chair
LIDHULT,2500.0,Chairs,Henrik Preutz,True,160.0,102.0,138.0,        Chaise longue
HENRIKSDAL,295.0,Chairs,IKEA of Sweden,True,58.0,97.0,51.0,        Chair with long cover
LANDSKRONA,1395.0,Chairs,IKEA of Sweden/Tord Bjorklund,True,89.0,78.0,89.0,        Armchair
POANG,1210.0,Chairs,Noboru Nakamura,True,94.0,95.0,68.0,        Rocking-chair
BRORINGE,95.0,Chairs,Mia Lagerman,True,50.0,45.0,52.0,        Underframe
LIDHULT,3032.0,Chairs,Henrik Preutz,True,160.0,102.0,138.0,        Chaise longue
KIVIK,1300.0,Chairs,Ola Wihlborg,True,163.0,83.0,90.0,        Chaise longue
YNGVAR,395.0,Chairs,IKEA of Sweden,True,51.0,71.0,53.0,        Chair
NORDVIKEN,275.0,Chairs,Francis Cayouette,False,47.0,101.0,40.0,"        Bar stool with backrest,          75 cm"
TROGEN,89.0,Chairs,J Asshoff/H Brogard,True,38.0,33.0,40.0,"        Children's step stool,          40x38x33 cm"
FLISAT,139.0,Chairs,Sarah Fager,True,38.0,45.0,55.0,        Children's bench
RASKOG,175.0,Chairs,Nike Karlsson,True,44.0,63.0,44.0,"        Bar stool,          63 cm"
NISSE,99.0,Chairs,Lisa Norinder,True,47.0,76.0,45.0,        Folding chair
EKEDALEN,345.0,Chairs,Ehlen Johansson,True,52.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
EKEDALEN,225.0,Chairs,Ehlen Johansson,True,51.0,95.0,43.0,        Chair
STUVA / FOLJA,385.0,Chairs,Ebba Strandmark,True,50.0,50.0,90.0,"        Storage bench,          90x50x50 cm"
POANG,134.0,Chairs,Noboru Nakamura,True,56.0,68.0,47.0,        Children's armchair frame
NORRAKER,145.0,Chairs,J Karlsson/N Karlsson,True,29.0,45.0,45.0,"        Stool,          45 cm"
GAMLEBY,295.0,Chairs,Nike Karlsson,True,50.0,85.0,42.0,        Chair
NORSBORG,1740.0,Chairs,Ehlen Johansson,True,157.0,85.0,110.0,        Chaise longue
HENRIKSDAL,395.0,Chairs,Karl Malmvall,True,51.0,102.0,40.0,"        Bar stool with backrest frame,          74 cm"
EKEDALEN,345.0,Chairs,Ehlen Johansson,True,52.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
